drug,alternative_1,alternative_2,alternative_3
Lanraplenib,Preladenant,Lerociclib,2-{4-[4-({4-[2-methyl-1-(1-methylethyl)-1H-imidazol-5-yl]pyrimidin-2-yl}amino)phenyl]piperazin-1-yl}-2-oxoethanol
DCFBC F-18,Piflufolastat F 18,Iofolastat I-123,DCFBC
Lifirafenib,Trovafloxacin,Nanatinostat,Tropifexor
Balipodect,Perampanel,Brequinar Analog,Brequinar
Cavosonstat,Tafamidis,"2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID",6-(N-Phenylcarbamyl)-2-Naphthalenecarboxamidine
Murepavadin,CP-12,Edotreotide,Barusiban
LGD-6972,Olacaftor,"N,O-didansyl-L-tyrosine",Telotristat
Diroximel fumarate,2-Oxo-3-Pentenoic Acid,Monomethyl fumarate,Dimethyl fumarate
Fenebrutinib,PF-5190457,Tropifexor,Milciclib Maleate
Nerofe,Buserelin,Leuprolide,AMY-101
BMS-830216,Fasiglifam,Pecavaptan,Ramatroban
Zatolmilast,Berotralstat,N-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2H-pyran-4-carboxamide,Sorafenib
GDC-0425,6-(cyclohexylamino)-9-[2-(4-methylpiperazin-1-yl)-ethyl]-9H-purine-2-carbonitrile,4-{[5-chloro-4-(1H-indol-3-yl)pyrimidin-2-yl]amino}-N-ethylpiperidine-1-carboxamide,Dovitinib
AZD-5991,Rogaratinib,VPO-227,AUM-302
RO-5045337,Idasanutlin,Upamostat,Navtemadlin
AZD-3759,Dacomitinib,Adagrasib,"N-(2-chloro-6-methylphenyl)-8-[(3S)-3-methylpiperazin-1-yl]imidazo[1,5-a]quinoxalin-4-amine"
PF-06821497,Parsaclisib,Nemonoxacin,Fisogatinib
Lanifibranor,"1-(2-cyclopropylethyl)-3-(1,1-dioxo-2H-1,2,4-benzothiadiazin-3-yl)-6-fluoro-4-hydroxy-2(1H)-quinolinone",Pagoclone,CP-526423
ONO-2952,Pimodivir,Cebranopadol,GSK-945237
AMY-101,Bacitracin,Modimelanotide,Nerofe
Iodine I-125,Xenon Xe-129,Gold Au-198,Yttrium Y-90
Piflufolastat F 18,MIP-1095 I-131,DCFBC F-18,MIP-1095 I-123
Avexitide,Taspoglutide,Pramlintide,Semaglutide
Lumicitabine,Mericitabine,Valopicitabine,Valtorcitabine
AZD-1656,Iscotrizinol,Mirabegron,AZD-5069
PF-232798,DSP-5336,XL-888,Adagrasib
Lanabecestat,"(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one","(6S)-2-amino-6-(3'-methoxybiphenyl-3-yl)-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one","(1S,4S,5S)-1,4,5-TRIHYDROXY-3-[3-(PHENYLTHIO)PHENYL]CYCLOHEX-2-ENE-1-CARBOXYLIC ACID"
Ginsenoside B2,Ginsenoside Rg1,Ginsenoside Rb1,Madecassoside
Profoxydim,Permethrin,TK216,Cypermethrin
Macozinone,AZD8529,BIA,Zandelisib
SB-649868,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",CE-326597,3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid
Balovaptan,"5-[(4-AMINOCYCLOHEXYL)AMINO]-7-(PROPAN-2-YLAMINO)PYRAZOLO[1,5-A]PYRIMIDINE-3-CARBONITRILE",Vafidemstat,"4-(6-{[(4-METHYLCYCLOHEXYL)AMINO]METHYL}-1,4-DIHYDROINDENO[1,2-C]PYRAZOL-3-YL)BENZOIC ACID"
Topramezone,"5-hydroxy-4-(7-methoxy-1,1-dioxido-2H-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2H)-one",Tipelukast,Varespladib methyl
ABX-464,Pexidartinib,Zatolmilast,N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE
Uproleselan,2'-Fucosyllactose,Isepamicin,Acarbose
Fluoromisonidazole F-18,Pimonidazole,Iodohippurate sodium I-131,Iodohippurate sodium I-123
SUVN-G3031,Gosogliptin,JNJ-39220675,1-[2-HYDROXY-3-(4-CYCLOHEXYL-PHENOXY)-PROPYL]-4-(2-PYRIDYL)-PIPERAZINE
TOP-1288,Anatibant,Fostamatinib,Mobocertinib
Ripretinib,Sarafloxacin,R-1487,PD-173952
Centanafadine,Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine,Vabicaserin,DAR-0100A
Dordaviprone,Praziquantel,Dexetimide,Delpazolid
Filgotinib,Danusertib,Olaparib,"1-{3-[(4-pyridin-2-ylpiperazin-1-yl)sulfonyl]phenyl}-3-(1,3-thiazol-2-yl)urea"
Bimiralisib,Buparlisib,Rimtuzalcap,"4-(2,4-Dimethyl-1,3-thiazol-5-yl)-N-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine"
Nebicapone,"(3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE",2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID,4-HYDROXY-5-IODO-3-NITROPHENYLACETYL-EPSILON-AMINOCAPROIC ACID ANION
Deleobuvir,Irinotecan,"(5S)-5-(2-amino-2-oxoethyl)-4-oxo-N-[(3-oxo-3,4-dihydro-2H-1,4-benzoxazin-6-yl)methyl]-3,4,5,6,7,8-hexahydro[1]benzothieno[2,3-d]pyrimidine-2-carboxamide",Cadazolid
TC-6987,Bradanicline,"(1S)-1-CYCLOPROPYL-2-[(2S)-4-(2,5-DIFLUOROPHENYL)-2-PHENYL-2,5-DIHYDRO-1H-PYRROL-1-YL]-2-OXOETHANAMINE","(4R,5R)-5-AMINO-1-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-4-(2,4,5-TRIFLUOROPHENYL)PIPERIDIN-2-ONE"
2-(aminomethyl)phenol,2-Aminophenol,"1,2-Dihydroxybenzene",Guaiacol
PF-05089771,Ataciguat,"2-fluoro-6-{[2-({2-methoxy-4-[(methylsulfonyl)methyl]phenyl}amino)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]amino}benzamide",Grapiprant
Avadomide,CT-2584,Dyphylline,AIT-034
Fosifloxuridine nafalbenamide,Thymectacin,osgemcitabine palabenamide,Sofosbuvir
Ensartinib,AZD-4547,ABSK-091,LY3295668
PF-06815345,CE-326597,Idasanutlin,Pecavaptan
Amcasertib,Sunitinib,SU-11652,"5-[(Z)-(5-Chloro-2-oxo-1,2-dihydro-3H-indol-3-ylidene)methyl]-N,2,4-trimethyl-1H-pyrrole-3-carboxamide"
Parsaclisib,PF-06821497,Ertiprotafib,Nemonoxacin
AZD-8848,Tasosartan,Apitolisib,Trametinib
Remetinostat,Gabexate,Aminohippuric acid,4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid
PF-5190457,SB 224289,Lerociclib,Fenebrutinib
Lucerastat,Sinbaglustat,Miglitol,Miglustat
AZD-4017,Cilomilast,Candoxatril,(3S)-N-(3-CHLORO-2-METHYLPHENYL)-1-CYCLOHEXYL-5-OXOPYRROLIDINE-3-CARBOXAMIDE
TAS-116,Vimseltinib,Etrumadenant,Ralimetinib
Liafensine,Sarizotan,5-[4-(DIMETHYLAMINO)PHENYL]-6-[(6-MORPHOLIN-4-YLPYRIDIN-3-YL)ETHYNYL]PYRIMIDIN-4-AMINE,Pipequaline
Cefiderocol,Ceftaroline fosamil,Pafolacianine,Ceftazidime
Oliceridine,Hexocyclium,Cebranopadol,SCH-486757
CEP-9722,SN-38,"6-(3-AMINOPROPYL)-4,9-DIMETHYLPYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE","(10R)-10-methyl-3-(6-methylpyridin-3-yl)-9,10,11,12-tetrahydro-8H-[1,4]diazepino[5',6':4,5]thieno[3,2-f]quinolin-8-one"
Lorecivivint,"2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole",Glumetinib,AG-24322
PF-05180999,MK-0249,Ilorasertib,LY-2584702
BIO-11006,MALP-2,Cotadutide,Daptomycin
PF-04620110,6-CARBAMIMIDOYL-2-[2-HYDROXY-5-(3-METHOXY-PHENYL)-INDAN-1-YL]-HEXANOIC ACID,Candoxatril,Ipatasertib
IQP-0528,"6-(3',5'-DIMETHYLBENZYL)-1-ETHOXYMETHYL-5-ISOPROPYLURACIL",Fimasartan,"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione"
Derazantinib,Aficamten,Balovaptan,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE"
Obicetrapib,Torcetrapib,"{[2-(1h-1,2,3-Benzotriazol-1-Yl)-2-(3,4-Difluorophenyl)Propane-1,3-Diyl]Bis[4,1-Phenylene(Difluoromethylene)]}Bis(Phosphonic Acid)",Lenacapavir
Galicaftor,Tezacaftor,Tropifexor,Letermovir
Vibegron,Subasumstat,IMG-7289,Bomedemstat
Selitrectinib,GLPG-0259,Pimodivir,Nanatinostat
Retagliptin,"(2R)-4-[(8R)-8-METHYL-2-(TRIFLUOROMETHYL)-5,6-DIHYDRO[1,2,4]TRIAZOLO[1,5-A]PYRAZIN-7(8H)-YL]-4-OXO-1-(2,4,5-TRIFLUOROPHENYL)BUTAN-2-AMINE",JTK-853,PF-06291874
Tavapadon,4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3H-benzimidazol-5-yl]oxy]-N-methyl-pyridine-2-carboxamide,PF-06291874,"2-{[(6-OXO-1,6-DIHYDROPYRIDIN-3-YL)METHYL]AMINO}-N-[4-PROPYL-3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE"
ISO-1 F-18,Methotrimeprazine,ORG-25435,Propiomazine
JHU-75528 C-11,Candesartan cilexetil,PF-03715455,Lintitript
Rovafovir etalafenamide,Remdesivir,Sofosbuvir,osgemcitabine palabenamide
Pimasertib,Mirdametinib,"2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide","5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide"
Adafosbuvir,Uprifosbuvir,Sofosbuvir,Remdesivir
Imetelstat,Ceftolozane,"6-(adenosine tetraphosphate-methyl)-7,8-dihydropterin",LFF-571
Risuteganib,Cilengitide,Antipain,EC-0652
5-methyl-2'-fluoroarauracil F-18,Netivudine,Clevudine,Uridine
Flortaucipir F-18,Flortaucipir,Izaflortaucipir,"3-(3-methoxybenzyl)-1H-pyrrolo[2,3-b]pyridine"
Selonsertib,Bafetinib,Flumatinib,Etrumadenant
Ceralasertib,Darolutamide,Ketodarolutamide,Ruxolitinib
Branaplam,Pradigastat,Rodatristat ethyl,Sovleplenib
Mavacamten,"6-(cyclohexylsulfanyl)-1-(ethoxymethyl)-5-(1-methylethyl)pyrimidine-2,4(1H,3H)-dione",Emivirine,Bufylline
Satavaptan,Talmapimod,Navtemadlin,Atrasentan
Ritlecitinib,"S-Adenosyl-1,8-Diamino-3-Thiooctane",Raluridine,Abrocitinib
Tenofovir exalidex,Brincidofovir,Valomaciclovir stearate,"N-(dibenzo[b,d]thiophen-3-ylsulfonyl)-L-valine"
Elsulfavirine,Vidupiprant,BMS-903452,Remibrutinib
Alovudine F-18,Alovudine,Edoxudine,Thymidine
Coleneuramide,Lefamulin,Josamycin,Kitasamycin
Nicotinamide riboside,Ribavirin,Tiazofurine,Levovirin
GDC-0927,Acolbifene,Avacopan,BMS-394136
Serabelisib,DEBIO-1347,Risdiplam,Rivoglitazone
Menaquinone 6,Menaquinone,Menaquinone 7,Menatetrenone
MK-8666,Fasiglifam,Belzutifan,Elvitegravir
Flurbiprofen axetil,MK-0686,Budiodarone,Acebutolol
Aspartyl-alanyl-diketopiperazine,(S)-Aspartimide,N-Carbamoylaspartic acid,3-(1-Aminoethyl)Nonanedioic Acid
BMS-817399,Rebimastat,"Mdl 101,146",CARBOBENZYLOXY-(L)-LEUCINYL-(L)LEUCINYL METHOXYMETHYLKETONE
BMS-986141,Quizartinib,PF-03715455,Tezosentan
LGH-447,Filorexant,Vecabrutinib,IMG-7289
Tarloxotinib,Afatinib,Pyrotinib,Neratinib
Florbenazine F-18,Ipratropium,Methylatropine,Carmegliptin
PCO-371,Cronidipine,Olcegepant,AV-412
BMS-986020,Lumacaftor,Fipaxalparant,PARPI F-18
AZD-7687,BMS-986278,2-METHYLTHIO-N6-ISOPENTENYL-ADENOSINE-5'-MONOPHOSPHATE,Ipatasertib
BMS-929075,TAK-901,PLX8394,CP-609754
PF-04634817,"(1S,3R,4S,5S,7S)-4-{[2-(4-METHOXYPHENOXY)-2-METHYLPROPANOYL]AMINO}ADAMANTANE-1-CARBOXAMIDE",MK-0812,Saxagliptin
MK-3577,Elvitegravir,"(2R,3R)-7-(methylsulfonyl)-3-(2,4,5-trifluorophenyl)-1,2,3,4-tetrahydropyrido[1,2-a]benzimidazol-2-amine",Belzutifan
Seltorexant,Ivarmacitinib,Vistusertib,TD-2749
CTT-1057,Glutathione disulfide,Trypanothione,Cephalosporin analog
Venglustat,PF-00356231,Mizolastine,AZD-7762
GTX-758,Senicapoc,CI-1040,Mirdametinib
Alobresib,PLX51107,Selonsertib,Vimseltinib
Iomazenil,Flumazenil,Acetyl Dithranol,EVT 201
Methamidophos,"O,O-DIETHYL HYDROGEN THIOPHOSPHATE",DIMETHYL THIOPHOSPHATE,2-aminoisobutyric acid
Abrocitinib,Ritlecitinib,Omarigliptin,Carmoterol
Pimodivir,ONO-2952,"1-(5-OXO-2,3,5,9B-TETRAHYDRO-1H-PYRROLO[2,1-A]ISOINDOL-9-YL)-3-(5-PYRROLIDIN-2-YL-1H-PYRAZOL-3-YL)-UREA","2-CHLORO-N-[(1R,2R)-1-HYDROXY-2,3-DIHYDRO-1H-INDEN-2-YL]-6H-THIENO[2,3-B]PYRROLE-5-CARBOXAMIDE"
Voxelotor,CG-400549,AT-7519,Adinazolam
Relacorilant,Exicorilant,Petesicatib,Galicaftor
Padsevonil,Tinlarebant,Fonadelpar,LGD2941
MIP-1095 I-131,MIP-1095 I-123,Piflufolastat F 18,Iofolastat I-123
Martinostat,AZD-9056,Adapalene,Opaganib
AZD-6482,AVA-4746,Trelagliptin,S-777469
Phytic acid,"Inositol-(1,3,4,5,6)-Pentakisphosphate",D-Myo-Inositol-Hexasulphate,"(1s,3r,4r,6s)-1,3,4,6-Tetrapkisphosphate"
Miransertib,N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide,"N-[2-(2,4-diaminopyrido[2,3-d]pyrimidin-7-yl)-2-methylpropyl]-4-phenoxybenzamide",Bentamapimod
Cimlanod,4-AMINO-N-[(2-SULFANYLETHYL)CARBAMOYL]BENZENESULFONAMIDE,(4-ETHYLPHENYL)SULFAMIC ACID,Tyramine O-sulfate
Enarodustat,PRX-03140,Lintitript,"3-(1,1-dioxido-4H-1,2,4-benzothiadiazin-3-yl)-4-hydroxy-1-(3-methylbutyl)quinolin-2(1H)-one"
Linrodostat,Methyl-[4-(4-Piperidine-1-Ylmethyl-Phenyl)-Cyclohexyl]-Carbaminic Acid-(4-Chlorophenyl)-Ester,Evocalcet,"(2S,3S)-3-AMINO-4-(3,3-DIFLUOROPYRROLIDIN-1-YL)-N,N-DIMETHYL-4-OXO-2-(TRANS-4-[1,2,4]TRIAZOLO[1,5-A]PYRIDIN-6-YLCYCLOHEXYL)BUTANAMIDE"
Difamilast,Selonsertib,Pirtobrutinib,MK-0686
Umbralisib,CP-609754,Berotralstat,Merestinib
Pyrotinib,Neratinib,HKI-357,Pelitinib
NP-G2-044,3-(2-AMINOQUINAZOLIN-6-YL)-4-METHYL-N-[3-(TRIFLUOROMETHYL)PHENYL]BENZAMIDE,SLx-4090,"4-[1-allyl-7-(trifluoromethyl)-1H-indazol-3-yl]benzene-1,3-diol"
Olorinab,Procaterol,Terguride,Ergometrine
PF-06700841,GDC-0134,Cenisertib,Seltorexant
Flufenoxuron,Fluazuron,"3-({[3,5-DIFLUORO-3'-(TRIFLUOROMETHOXY)BIPHENYL-4-YL]AMINO}CARBONYL)THIOPHENE-2-CARBOXYLIC ACID",Lufenuron
GO-203-2C,Delcasertib,Acetyl hexapeptide-3,Semapimod
PF-04937319,Raltegravir,"N-[3-(Dimethylamino)Propyl]-2-({[4-({[4-(Formylamino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-1-Methyl-1h-Pyrrol-2-Yl]Carbonyl}Amino)-5-Isopropyl-1,3-Thiazole-4-Carboxamide",ABSK-012
Edasalonexent,"(4S,5E,7Z,10Z,13Z,16Z,19Z)-4-hydroxydocosa-5,7,10,13,16,19-hexaenoic acid",Icosapent ethyl,(12R)-12-hydroxyeicosapentaenoic acid
Avacopan,SJ-733,AZD-5423,Sonidegib
Farampator,CX516,CX-717,Ilepcimide
TAK-243,Piclidenoson,Pevonedistat,Namodenoson
Palladium Pd-103,Samarium Sm-153,Gold Au-198,Lutetium Lu-177
Leriglitazone,Pioglitazone,Mitoglitazone,Oxyphenisatin acetate
BMS-791826,Danicopan,TAK-075 Free base,Adagrasib
Apararenone,Polmacoxib,K-00546,"4-[(3-BROMO-4-O-SULFAMOYLBENZYL)(4-CYANOPHENYL)AMINO]-4H-[1,2,4]-TRIAZOLE"
CXA-10,Nitrofural,4-Hydroxy-Aconitate Ion,Aconitate Ion
Adriforant,Seliforant,"N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE",Mepiprazole
MK-1064,"N-(CYCLOPROPYLMETHYL)-4-(METHYLOXY)-3-({5-[3-(3-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-YL}AMINO)BENZENESULFONAMIDE",Seralutinib,"N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE"
AZD-8186,Refametinib,JNJ-1802,Talmapimod
Daridorexant,Suvorexant,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",SB-649868
Flortaucipir,Flortaucipir F-18,Izaflortaucipir,Emrusolmin
PRI-724,Subasumstat,SRX-246,"N-[(2S,3S)-4-[2-[(5S)-3a,4,5,6,7,7a-Hexahydro-1,3-benzodioxol-5-yl]ethyl-[3-(1,3-dioxoisoindol-2-yl)propanoyl]amino]-3-hydroxy-1-phenylbutan-2-yl]-3,5-dimethoxy-4-phenylmethoxybenzamide"
Zanubrutinib,Tolebrutinib,Ibrutinib,Tirabrutinib
Sitravatinib,Glesatinib,Efatutazone,SAR-125844
Litoxetine,3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL,Naphazoline,Morpholinylmercaptobenzothiazole
ITI-214,"(6S)-1-chloro-3-[(4-fluorobenzyl)oxy]-6-(pyrrolidin-1-ylcarbonyl)pyrrolo[1,2-a]pyrazin-4(6H)-one",Modipafant,MK-0557
TP-271,Eravacycline,Tetracycline,Chlortetracycline
Florilglutamic acid F-18,(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate,Modified Ribosylated Glutamyl Ester,2-Amino-3-(Cystein-S-Yl)-Isoxazolidin-5-Yl-Acetic Acid
LY-2881835,CR6086,Fradafiban,PF-4136309
BMS-919373,"N-[5-(ETHYLSULFONYL)-2-METHOXYPHENYL]-5-[3-(2-PYRIDINYL)PHENYL]-1,3-OXAZOL-2-AMINE",4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE,Parecoxib
Licogliflozin,Canagliflozin,Tofogliflozin,Sotagliflozin
Sucralose,Lactulose,Thiocellobiose,beta-Mannobiose
Neopterin,D-threo-neopterin,Biopterin,Sapropterin
Ethaselen,Ebselen,9-(4-hydroxybutyl)-N2-phenylguanine,"(5-hydroxyindolo[1,2-a]quinazolin-7-yl)acetic acid"
Ansofaxine,Ebastine,PF-03382792,Bilastine
TAS-117,"4-(6-{[(4-METHYLCYCLOHEXYL)AMINO]METHYL}-1,4-DIHYDROINDENO[1,2-C]PYRAZOL-3-YL)BENZOIC ACID",Ropsacitinib,Seltorexant
ABT-639,Relenopride,Cobimetinib,Vecabrutinib
Bifenthrin,AZD-9496,Sonidegib,Deltamethrin
osgemcitabine palabenamide,Fosifloxuridine nafalbenamide,Fostroxacitabine bralpamide,Rovafovir etalafenamide
Flutemetamol,2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol,2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL,3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL
Aprocitentan,Macitentan,2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE,N-(2-(((5-CHLORO-2-PYRIDINYL)AMINO)SULFONYL)PHENYL)-4-(2-OXO-1(2H)-PYRIDINYL)BENZAMIDE
Inarigivir,Inarigivir soproxil,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",GDP-L-fucose
Inarigivir soproxil,Inarigivir,"5,10-Dimethylene Tetrahydromethanopterin",Cmp-2-Keto-3-Deoxy-Octulosonic Acid
PF-06291874,Pirtobrutinib,Adomeglivant,Telotristat
Agerafenib,Cabozantinib,Fonadelpar,Rebastinib
Omidenepag isopropyl,Taprenepag,Evatanepag,Buloxibutid
Ribose,Xylose,2-deoxyglucose,L-Arabinose
4-demethyl-4-cholesteryloxycarbonylpenclomedine,Larsucosterol,Lefamulin,Pinometostat
Rogaratinib,Afimetoran,MRTX-1719,Ziritaxestat
Troriluzole,[1-(4-Fluorobenzyl)Cyclobutyl]Methyl (1s)-1-[Oxo(1h-Pyrazol-5-Ylamino)Acetyl]Pentylcarbamate,"3-[[(METHYLAMINO)SULFONYL]AMINO]-2-OXO-6-PHENYL-N-[3,3,3-TRIFLUORO-1-(1-METHYLETHYL)-2-OXOPHENYL]-1(2H)-PYRIDINE ACETAMIDE",Docarpamine
ELX-02,NB-124 sulfate,Human blood group H type 1 trisaccharide,H TYPE II TRISACCHARIDE
GS-9191,Telinavir,Ibutamoren,"Dibenzyl (carbonylbis{2,1-hydrazinediyl[(2S)-4-methyl-1-oxo-1,2-pentanediyl]})biscarbamate"
Fulacimstat,Garenoxacin,Elagolix,CVT-6883
Ocrylate,Enbucrilate,Isopentyl 2-cyanoacrylate,2-octyl cyanoacrylate
Psicose,Tagatose,Gluconic Acid,3-deoxy-D-arabino-hexonic acid
Upadacitinib,LGD2941,"5-[[trans-4-[4-(trifluoromethoxy)phenyl]cyclohexyl]oxy]-1H-1,2,3-triazole-4-carboxylic acid",Tofacitinib
LY-2624803,"(6S)-6-CYCLOPENTYL-6-[2-(3-FLUORO-4-ISOPROPOXYPHENYL)ETHYL]-4-HYDROXY-5,6-DIHYDRO-2H-PYRAN-2-ONE","(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE",Oxyphenisatin acetate
18-methoxycoronaridine,Raubasine,Metoserpate,Yohimbine
Gefapixant,Mebutizide,Pazopanib,Capravirine
Morinidazole,Ornidazole,Secnidazole,Metronidazole benzoate
GW-468816,(E)-3-(5((5-(4-CHLOROPHENYL)FURAN-2-YL)METHYLENE)-4-OXO-2-THIOXOTHIAZOLIDIN-3-YL)PROPANOIC ACID,Clorazepic acid,[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid
Pemigatinib,"2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid",Lidorestat,Temafloxacin
PF-06751979,Inavolisib,Elenbecestat,Nanatinostat
Surufatinib,Pazopanib,Quizartinib,Dubermatinib
Fludeoxyglucose,D-glucose,Galactose,Mannose
Tipranavir C-14,Tipranavir,RU82209,Dexniguldipine
Ingenol disoxate,Ingenol mebutate,Rimexolone,Methylprednisone
Onvansertib,Abemaciclib,Lerociclib,Trilaciclib
Acetic acid C-11,Dioxo(sulfanyl)molybdenum,Dihydroxy(oxo)molybdenum(6+),Phosphonoacetic Acid
Vamorolone,Meprednisone,Prednylidene,Fluprednidene
Transfluthrin,"2-[(2-chloro-4-iodophenyl)amino]-N-{[(2R)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide",Vecabrutinib,Deltamethrin
GSK-239512,Amuvatinib,Fenoverine,Fipexide
AT-001,Gavorestat,Zopolrestat,Tosufloxacin
PCS-499,Tyrosyladenylate,Histidyl-Adenosine Monophosphate,Berubicin
Dorzagliatin,N2-[(Benzyloxy)carbonyl]-N-[(3R)-1-{N-[(benzyloxy)carbonyl]-L-leucyl}-4-oxo-3-pyrrolidinyl]-L-leucinamide,"(1R)-2-[(Diaminomethylene)amino]-1-{4-[(4R)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate",GW-813893
PF-05241328,HCV-086,DAS869,Febuxostat
IMG-7289,Bomedemstat,Vibegron,Eribaxaban
Hydrogen,Potassium,Helium,Boron
Dexpramipexole,Pramipexole,BMS-986104,"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(butylsulfanyl)methyl]pyrrolidin-3-ol"
AZD-8165,Balanol Analog 2,"5-CHLORO-N-((1R,2S)-2-(4-(2-OXOPYRIDIN-1(2H)-YL)BENZAMIDO) CYCLOPENTYL)THIOPHENE-2-CARBOXAMIDE",Ebopiprant
Tepotinib,4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,Cirtuvivint,Capmatinib
Fluoroazomycin arabinoside F-18,1-O-[O-Nitrophenyl]-Beta-D-Galactopyranose,PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE,4-nitrophenyl-beta-D-galactoside
Rebaudioside A,Stevioside,Deslanoside,Steviolbioside
VK-2809,Encaleret,Tonabersat,Veledimex
AZD-9496,MK-8666,Belzutifan,Iptacopan
Deutivacaftor,Berberine ursodeoxycholate,Bacteriochlorophyll A,Icariin
PF-06650833,Subasumstat,Visnadine,Clometocillin
Altropane I-123,Altropane,Ioflupane F-18,Ioflupane I-123
Ziresovir,NNI-351,Rivoglitazone,Apixaban
Adrabetadex,Hydroxypropyl betadex,Betadex,Alpha-Cyclodextrin (Cyclohexa-Amylose)
Tinostamustine,Bendamustine,"1-METHYL-3-TRIFLUOROMETHYL-1H-THIENO[2,3-C]PYRAZOLE-5-CARBOXYLIC ACID (2-MERCAPTO-ETHYL)-AMIDE",Pefloxacin
Futibatinib,Gunagratinib,Tolebrutinib,Ibrutinib
